,text,label
26, xe x xcphir se modi aayega xe x xd loved this video sent via watsapp to me sharing it with you all zoyaakhtar has really revolutio xe x xa,1
27,btext of pm modis speech at public meeting in araria bihar namo app ,1
28, next pm of india like rahul gandhi retweet narendra modi,1
29, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
30, india is not catching up with china india has fallen further behind china under modi ,1
31,mahamilawat is rattled at bjp xe x xs victory prospects in uttar pradesh pm modi in uttar pradesh xe x xa ,1
32, pm modi aims development of india opposition aims protecting development of own dynasty india choose wisely ,1
33, narendra modi my mom washed dishes i used to sell tea it is just your blessings that i have come a long long way xe x xa,1
34, modi is here to stay whether the members of xe x xintolerant gang xe x x like it or not ,1
35,the mahamilwati parties are rattled seeing the suppofor the bjp in up pm modi in bareilly xe x xa ,1
36, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
37, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
38,india continues to lag china on every geopolitical metric india slips further behind china during first five yea xe x xa ,1
39, modi ji who will hold builders accountable for promises made to home buyers ? + home buyers in jayp xe x xa,1
40, pm modi aims development of india opposition aims protecting development of own dynasty india choose wisely ,1
41,b indias debt up % to rs lakh crore in modi era ,1
42,pm modi addresses public meeting at patan gujarat namo app ,1
43, the main draw back of bjp is it will not learn a lesson or from the past bjp has no credible psephologist to adv xe x xa,1
44,b nonsense is this good that you label someone only on basis of few words which cant be implemented in xe x xa ,1
45, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
46, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
47,btext of pm modis speech at public meeting in asansol west bengal namo app ,1
48, thousand of muslim are being persecuted in balochistan dalits are being killed in bangel but no outrage xe x xa ,1
49, mr narendra modi is the first person who became pm later who campaigned wearing his caste on his sleeve i am xe x xa,1
50, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
51, the price of modi killing a crow in balakot ,1
52,bpm modis candid conversation with akshay kumar namo app ,1
53, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
54, fraud modi talks nonsense all day bjp lies everyday everywhere modi talks lies always nonsense pm modi ever in history ,1
55,pm modi addresses public meeting in jharkhand namo app ,1
56, what modi gave in just yrs? cr houses cr houses got electricity cr jobs in msmes cr gas connections cr to xe x xa,1
57, india is not catching up with china india has fallen further behind china under modi ,1
58,btext of pm modis speech at public meeting in lohardaga jharkhand namo app ,1
59, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
60,pm modi addresses public meetings in west bengal namo app ,1
61, over the next four phases indians will tell modi that your humiliation of hemantkarkare will never be forgiven never xe x xa,1
62, to paraphrase sarojini naidu it takes a lot of money to keep modi honest to burnish his image of honesty at taxpayer xe x xa,1
63, kamal nath i want to ask modi ji the money spent on his plane rides on mp assembly election money that is being spent on ongoi xe x xa,1
64, yes trust modi till th june he will destroy pakistan and then till august xe x xa ,1
65,btext of pm modis speech at public meeting in bolpur west bengal namo app,1
66, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
67,b modis corruption is institutional his policies favouring cronies may not enrich him personally but they pay for his p xe x xa,1
68, the price of modi killing a crow in balakot ,1
69, to paraphrase sarojini naidu it takes a lot of money to keep modi honest to burnish his image of honesty at taxpayer xe x xa,1
70, whoever had voted in my extended family has either voted or will vote for not the but modi from xe x xa,1
71,a memorable welcome for pm modi in kashi namo app ,1
72, armed forces could achieve success as pm had courageorder themlaunch surgical strike st xe x xa,1
73, this video is slap on those faces who are saying modi is antimuslim save this tweet aayegatomodihi ,1
74,b whats the point of saying this? you think is going to win without the cooperation and sacrifices sometimes wi xe x xa,1
75, tv falsely portrays man praising pm modi as a congress mla via ,1
76,india slips further behind china during first five years of modi ,1
77,congress leaders only worry about their families instead of the people pm modi in mp ,1
78, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
79, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
80, the price of modi killing a crow in balakot ,1
81, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
82, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
83, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
84,b oh my god what happened to him ? looks like his brain got stuck with modi and doesnt move forward with anything else ,1
85,b kavita khanna wife of late actor vinod khanna on being denied a ticket by bjp from gurdaspur it is my decision that im not goin xe x xa,1
86, my whole family is modi bhakt but i used to fight them for this ass this was the biggest xe x xa,1
87, pm modi is saying he went himself to balakot and killed terrorists xf xf x x ,1
88, sis is stressed sis is tired sis is me i am sis ,1
89,pm modi addresses public meetings in uttar pradesh namo app ,1
90, this is epic instead of nirav modi it is xf xf xa xa xf xf xa xa xf xf xa xa ,1
91,i need new people to flog on imessage games,1
92, dear please withdraw the congress candidate from varanasi let this be one on one fight between the real jawan a xe x xa,1
93,b no he is not from congress he dont suppoanyone he ask quest xe x xa ,1
94,pm modi xe x xs exclusive interview to aaj tak and india today namo app ,1
95, a sitting prime minister who speaks so cold bloodedly of starting a nuclear war merely to win reelection ,1
96, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
97, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
98, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
99, parody on modi vs nehru bjp loves to blame nehru on everything so we made this hilarious parody on them please retw xe x xa,1
100, he is watching nfl draft i am sure all other issues of national importance were taken care of during exec xe x xa ,1
101,pm modi addresses public meetings in uttar pradesh namo app ,1
102,i am a backward but i want to take the country forward pm modi namo app ,1
103,working hard to secure future of your children pm modi in hardoi namo app ,1
104,narendra modi middle class mainstay of economy has helped government namo app ,1
105,every contribution to help people vote for stronger india by srikanth modi jaihind straightfromheart xe x xa ,1
106, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
107, the best campaign manager for modi ji ,1
108, just like modi? why did he kill muslims in gujarat and get on no fly list oh usa?,1
109, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
110, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
111, in swept bihar on hope in he is riding high on fear my repo,1
112,bmodis age as on date yrs as per modi tales he spent at home as kid yrs begged for yrs was underground durin xe x xa ,1
113, elections aap leader files complaint against pm modi for exceeding rs lakhlimit on varanasi roadshow ,1
114,after enjoying sale revenues of petrol and diesel of upa regime when crude oil prices half halfed in internationa xe x xa ,1
115,b modis corruption is institutional his policies favouring cronies may not enrich him personally but they pay for his p xe x xa,1
116, we miss aakar patel this election season he would have convinced us why modi because of his caste should be an outcaste xe x xa,1
117,b modis interview with braindead akshay kumar was a joint production of debtridden subhash chandras zee news and sarah sande xe x xa,1
118, modi has neglected farmers last years they are very unhappy through out country they went to varan xe x xa ,1
119, a prominent diamond merchant in surat who had bought prime minister narendra modi xe x xs monogrammed suit at an auction in has xe x xa,1
120, narendra modi says he himself went to balakot and killed terrorists jab maine wahan jaa ke aatankawadi maara hai you are a xe x xa,1
121,b wtf questions from akshay kumars modi interview ,1
122, many ppl including me were never modi haters or anti bjp in in fact we were hopeful tried to judge him his work xe x xa,1
123, i asked rajdeep sardesai if he believed that narendra modi was directly responsible for the postgodhra riots the way w xe x xa,1
124, i seriously think bjp should immediately ask ec to ban avengers endgame looks like this movie is funded by the opposition xe x xa,1
125, doesn xe x xt it look like the whole benares loves modi jalan hein kya???? horrible scums,1
126, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
127, this guy created a winter soldier ,1
128, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
129, xe x xcphir se modi aayega xe x xd loved this video sent via watsapp to me sharing it with you all zoyaakhtar has really revolutio xe x xa,1
130,b indiara gandhi is no doubt the best pm ever after that they dont have good leader rajiv gandhi kille xe x xa ,1
131, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
132,b jet airways employee suffering from cancer commits suicide in maharashtras palghar after losing his livelihood j xe x xa,1
133, this is real big disappointment from bjp not a single political person sent to jail for corrupti xe x xa ,1
134, the price of modi killing a crow in balakot ,1
135, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
136,modi promise udhyogpati all is well for the confirmation of the setting for businessman after elect xe x xa ,1
137, kamal nath i want to ask modi ji the money spent on his plane rides on mp assembly election money that is being spent on ongoi xe x xa,1
138, hello chowkidar jaitleyji ye kya hai? modi himself keeps blabbering about his caste for sympathy and vote xe x xa,1
139, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
140, several truck loads of rose petals were distributed to the crowd to shower them on pm modi at banaras roadshow ,1
141, xe x xca major longrun test for india is to ensure that china does not turn india xe x xs own geography against it by encircling i xe x xa,1
142, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
143, sumit g has helped to signed a agreement between university xe x xa ,1
144, we can provide many examples of modi xe x xs lies and deceit but every time the same question will arise xe x x why does this wellre xe x xa,1
145, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
146,bnew post pm modis mega roadshow in varanasi massive crowd emerges on the streets full coverage has been publi xe x xa ,1
147, fairly honest reporting by bihar is enthralled by modi magic local candidates don xe x xt matter national sec xe x xa,1
148,new post pm modi views ganga aarti at dashashwamedh ghat with amit shah and cm yogi has been published on ,1
149,new post ganga aarti at dashashwamedh ghat pm modi seeks divine blessings in kashi has been published on ,1
150, th phase of general elections lok sabha constituencies across states headed to polls over crore lakh v xe x xa,1
151, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
152,b the bjp has a parliamentary board yashwant sinha shatrughan sinha have said that the board doesnt meet only modish xe x xa,1
153,wrong like modi and hindus i am prochristian and suppoall religions ,1
154,b modis age as on date yrs as per modi tales he spent at home as kid yrs begged for yrs was underground during emer xe x xa,1
155, ramayana stamps released by pm modi ,1
156, the price of modi killing a crow in balakot ,1
157, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
158, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
159, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
160, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
161, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
162, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
163, nonpolitical interview of modi ji ft xf xf x x xf xf x x full video ,1
164,b + decades nehruvians couldnt fix sewers in this country took a modi + yogi combo in up to save lives of hundreds of kids fr xe x xa,1
165, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
166, xe x xcphir se modi aayega xe x xd loved this video sent via watsapp to me sharing it with you all zoyaakhtar has really revolutio xe x xa,1
167, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
168, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
169, a real gem from atishimarlena she says even if you have to vote for gundas to defeat modishah duo just do it this is th xe x xa,1
170, pm modi has given an interview to almost everyone but refused to give one to rajdeep rajdeep has now been reduced to a low xe x xa,1
171,b dont understand nbcc statement xe x xa,1
172,b let them have it their way and vote modi to power theyll learn th xe x xa,1
173, india sponsor of global terrorism indian officials confirmed sri lanka bombing mastermind zahran hashim spent time in s xe x xa,1
174, a real gem from atishimarlena she says even if you have to vote for gundas to defeat modishah duo just do it this is th xe x xa,1
175, pm added his caste in backward category for political gains mayawati ,1
176,b modis age as on date yrs as per modi tales he spent at home as kid yrs begged for yrs was underground during emer xe x xa,1
177, nonpolitical interview of modi ji ft xf xf x x xf xf x x full video ,1
178, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
179,b but these employees once modi bhakths or cowards who didnt raise their voices for lynching or othe xe x xa,1
180, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
181, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
182, there is absolutely nothing for modi to show for his years rule now he needs an external enemy quick thats wh xe x xa,1
183,many people asked me continuously why is don xe x xt like modi my answer always is xe x xcnot everyone liked hitler still he xe x xa ,1
184,view how the suspense around priyanka gandhi xe x xs nomination strengthened narendra modi xe x xs xc xaimage ,1
185, priyanka gandhi opens up on why she is not fighting against pm modi in varanasi ,1
186, kamal nath i want to ask modi ji the money spent on his plane rides on mp assembly election money that is being spent on ongoi xe x xa,1
187, xe x xca major longrun test for india is to ensure that china does not turn india xe x xs own geography against it by encircli xe x xa ,1
188, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
189, india is not catching up with china india has fallen further behind china under modi ,1
190, the price of modi killing a crow in balakot ,1
191, th phase of general elections lok sabha constituencies across states headed to polls over crore lakh v xe x xa,1
192,there is not a single poll that bjp has lost on twitter no matter what the question is the only question is wheth xe x xa ,1
193,u people r disgusting when see ur defeat u come on caste like done in gujrat mewani alpesh hardik u all ppl r re xe x xa ,1
194,what foreigners think of narendra modi desifirangi birthdayspecial via ,1
195, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
196,b modis corruption is institutional his policies favouring cronies may not enrich him personally but they pay for his p xe x xa,1
197, the price of modi killing a crow in balakot ,1
198, modiwave there is not modi wave there is modi tsunami this time ,1
199,bmodi jis wave in usa too vote wisely vote for modi ji jaihind straightfromheanrisbjp mainbhichowkidar xe x xa ,1
200,b investigations have revealed that suspected mastermind of sri lanka attacks zahran hashim spent substantial time in india xe x xa,1
201, india falling behind india slips further behind china china continued to pull ahead of india in defense spending since xe x xa,1
202,if the modi government gets the basics right then it will be baar baar modi sarkar by basics i mean roti kapada xe x xa ,1
203, it was mr modi being filmed with animals in a sanctuary and unreachable wh xe x xa,1
204, economics of elections if modi wins buy mutual funds equities govt bonds long inr if congress wins short xe x xa,1
205, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
206, pm modi is saying he went himself to balakot and killed terrorists xf xf x x ,1
207,most likely oil prices going to increase by minm xe x xb as unconfirmed repocoming in market remember last yrs xe x xa ,1
208, the price of modi killing a crow in balakot ,1
209, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
210, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
211, a pidi just now said to me that modi ji is roaming across country and campaigning so who is running the country xf xf x xb i told t xe x xa,1
212,b politics has nothing to do with nifty and modi winning or losing isnt going to stop nifty from achieving that modi xe x xa,1
213, i love it our army has become economic war savvy modi lied about the surgical strike we not only got abhinandan xe x xa,1
214,b mr jaitley i hope you are trying to joke by saying modi doesnt do caste politics then what are you xe x xa ,1
215, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
216, bignews westbengal cm hits out at pm says how will modi respect the country when he doe xe x xa,1
217, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
218, what you should ponder over is why increasingly people are able to relate with him th xe x xa ,1
219, several truck loads of rose petals were distributed to the crowd to shower them on pm modi at banaras roadshow ,1
220, we feel proud seeing that our government is with us whenever we need thank you so much bjp vote for xe x xa ,1
221, clap once for all right wingers here being one i completely understand what u must be feeling right now we are taking h xe x xa,1
222, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
223,b investigations have revealed that suspected mastermind of sri lanka attacks zahran hashim spent substantial time in india xe x xa,1
224, any idea what qty of water is used for the golf course where robevadra plays golf? so all golf champions xe x xa,1
225, us doesn xe x xt share info on pak xe x xs use of f says bilateral issue xe x xcif a third country tomorrow wants information about the c xe x xa,1
226,b mr malviya here is the story you should read to know mr gandhi wasnt off the mark you are ,1
227,b must watch ravish talks to karkares senior colleagues details the charges evidence of terror murder against pragya th xe x xa,1
228, aap leader files complaint against pm modi for exceeding rs lakhlimit on varanasi roadshow read ,1
229, whoever had voted in my extended family has either voted or will vote for not the but modi from xe x xa,1
230, nonpolitical interview of modi ji ft xf xf x x xf xf x x full video ,1
231, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
232, one on one debatechallenge following mp candidates should debate which each other so people can decide who is a better xe x xa,1
233, india is not catching up with china india has fallen further behind china under modi ,1
234, can u allow to interview u an xe x xa ,1
235, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
236, in bihar modi is the only candidate ,1
237,b xe x xnot aware of the caste pm modi belongs to says priyanka gandhi in up xe x xado you have matrimonial proposal xe x xb ,1
238, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
239, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
240,b very right observation but still i feel modi has to prove of his change of avatars from chaiwalatoobct xe x xa ,1
241, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
242, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
243, the price of modi killing a crow in balakot ,1
244, after listening to aap xe x xs atishi marlena xe x xs now viral video exhorting people to xe x xclose their eyes vote this time even if it xe x x xe x xa,1
245, modi ji km dur hote phir bhi ap mahan atma ghbra jate he any news realted to pm modi you tweet and xe x xa ,1
246, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
247, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
248,pm modi never did caste politics says arun jaitley ,1
249, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
250, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
251, xe xc xa shri modi ji again prime minister of bharat xe xc xa varanasi win by lakh+ votes xe xc xa uttarpradesh bjp xc xb seats xe xc xa cen xe x xa,1
252, pm modi is the only leader who has a plan on what to do after winning this lok sabha elections rest just have a stop m xe x xa,1
253, a vision is not a plan wrote subroto bagchi of mindtree in the elephant catchers in unfortunat xe x xa,1
254, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
255, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
256, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
257, to paraphrase sarojini naidu it takes a lot of money to keep modi honest to burnish his image of honesty at taxpayer xe x xa,1
258, kamal nath i want to ask modi ji the money spent on his plane rides on mp assembly election money that is being spent on ongoi xe x xa,1
259,two tired men xf xf x xae xf xf x xbmodi xf xf x xba xf xf x xbtrump what a similarity both belong to a party starting with r trump from xe x xa ,1
260, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
261, number of children salman trump erdogan kim jongun putin xi jinping modi shinzo abe macron xe x xa,1
262, in bihar modi is the only candidate ,1
263, tv falsely portrays man praising pm modi as a congress mla via ,1
264, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
265, india falling behind india slips further behind china china continued to pull ahead of india in defense spending since xe x xa,1
266, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
267, from the liberal maha puran liberal in india is a social animal who supports anything against modi xe x xa ,1
268, i am amused when i read tweets as i didn t vote for modi in but will vote for him now seriously??? modi of cud xe x xa,1
269, xe x xa ,1
270,b modi modi chants in rahul gandhis rally people know who their real leader is ,1
271, sirf bole ke nahi take sincere efforts today to bring modi voters xe x xa ,1
272, team modi once more in c p we are getting overwhelming response from people excited to vote for modi modioncemore xe x xa,1
273, xe x xcphir se modi aayega xe x xd loved this video sent via watsapp to me sharing it with you all zoyaakhtar has really revolutio xe x xa,1
274, the price of modi killing a crow in balakot ,1
275, mr modi is a lion and he always walks into his xe x xa,1
276, hello chowkidar jaitleyji ye kya hai? modi himself keeps blabbering about his caste for sympathy and vote xe x xa,1
277, pm has said that he has given a free hand to security forces will we go back to the s when we were there in j? if xe x xa,1
278,max journos are script writers asking stupid frivolous questions about kitchen saas bahu and family questions t xe x xa ,1
279, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
280, after listening to aap xe x xs atishi marlena xe x xs now viral video exhorting people to xe x xclose their eyes vote this time even if it xe x x xe x xa,1
281, pm modi is saying he went himself to balakot and killed terrorists xf xf x x ,1
282, career of these presstitutes r over nobody beli xe x xa,1
283, ironically the cm xe x xs excessive focus on panda seems to have generated sympathy for the latter which combined with a percept xe x xa,1
284, opposition party politicians who constantly cry that we are living in fascist times anarchy reigns supreme actually see th xe x xa,1
285, whoever had voted in my extended family has either voted or will vote for not the but modi from xe x xa,1
286, after listening to aap xe x xs atishi marlena xe x xs now viral video exhorting people to xe x xclose their eyes vote this time even if it xe x x xe x xa,1
287, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
288, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
289, mohammad ramzan has died after being mercilessly beaten by jail police in baran jail rajasthan just for his beard and weari xe x xa,1
290, not a single promise has been done by modi government mumbaikarvotekar indiabolechange mumbaivotesfornation ,1
291, liberals months stand against fascism dont vote modi month modi is feku dont vote modi month indira ki naak xe x xa,1
292, whoever had voted in my extended family has either voted or will vote for not the but modi from xe x xa,1
293, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
294, once modi come back to power ongc will be merged in riloil n gas bsnl in jio mark xe x xa,1
295, ramayana stamps released by pm modi ,1
296, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
297, demo unemployment low farm income has killed lakhs of people destroyed their families no new jobs created existing xe x xa,1
298,vote for modi xe x x voting in the lok sabha elections,1
299, xe x xchow can you know how mothers daughters and sisters live? you have none xe x xd that xe x xs why xe x xa xe x xa told her n xe x xa ,1
300, economics of elections if modi wins buy mutual funds equities govt bonds long inr if congress wins short xe x xa,1
301, i seriously think bjp should immediately ask ec to ban avengers endgame looks like this movie is funded by the opposition xe x xa,1
302, modi has changed the vernacular meaning in india of stevenson s dr jekyll and mr hyde into mr hyde and xe x xa ,1
303,b two leaders different realities income tax dept owes pm modi xe x xb and s company owes the income tax dep xe x xa,1
304, in modi personally spoke to british army and got the independence ,1
305, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
306, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
307, xe x xcphir se modi aayega xe x xd loved this video sent via watsapp to me sharing it with you all zoyaakhtar has really revolutio xe x xa,1
308, nonpolitical interview of modi ji ft xf xf x x xf xf x x full video ,1
309, modi ji respects ma bhara xe x xa ,1
310, xe x xpm modi doesn xe x xt respect his mother how can he respect india xe x x mamata lok sabha elections hindustan times ,1
311, funny non political interview of modi ji and akshay kumar election via ,1
312, the biggest success of modi sarkar is no terror attacks in india outside j the biggest failure of italian supporters xe x xa,1
313,b pm has never done caste politics arun jaitley hits back at opposition ,1
314, ec ignores complaints against modi and shah remember this name sunilarora and his cohorts will go down in history of in xe x xa,1
315,bthis chutiya doesnt even know about his constituency forget about delhi har jagah modi ki chaatne se kaam nahi xe x xa ,1
316, factual repoby sankarshan arithmetic of bsp+sp+rld will shrink bjp in up and xe x xa ,1
317,b modi in interview to aaj tak referring to the balakot airstrike jab maine wahan ja kar atankvadiyon ko maara i suppo xe x xa,1
318, narendra modi says he himself went to balakot and killed terrorists jab maine wahan jaa ke aatankawadi maara hai you are a xe x xa,1
319, for this general election it seems election commission of india has put out two different code of conducts one is the reg xe x xa,1
320, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
321, fakiri is not ending one billion rupees spent on renovating bungalows of union ministers in modi era bharatkagarv xe x xa,1
322, pm modi is the only leader who has a plan on what to do after winning this lok sabha elections rest just have a stop m xe x xa,1
323, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
324, only modi ji nothing else modihaitovikashai ,1
325, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
326, the whole road network was overhauled by modi in gujarat during his tenure as cm he made xe x xa ,1
327, lok sabha elections xe x xalliance playing caste card to loot people xe x x pm narendra modi jabs spbsp tieup in up ,1
328,when modi speaks in bihar imran sweats in pakistan yogi times of india ,1
329, mr modi we really disappointed with your constant lieing changing stand people are slowly losing fai xe x xa ,1
330, xe x xcphir se modi aayega xe x xd loved this video sent via watsapp to me sharing it with you all zoyaakhtar has really revolutio xe x xa,1
331,india slips further behind china during first five years of modi ,1
332, xe x xcphir se modi aayega xe x xd loved this video sent via watsapp to me sharing it with you all zoyaakhtar has really revolutio xe x xa,1
333, modi must learn? why?,1
