,text,label
17,"मोदी जी अब ऐसा भी कानुन कर सकते है,,कि गरीब और आम जनता वोट ही ना करेऔर वोट करना है तो मोदी को ही करेनही तो आम लोगोको कान पकडनेको कह सकते हैराशन भी बंद कर सकते हैअब सब सत्ता अकेले ही हाथमे हैआम लोग कही ना कही परेशान होने चाहिए,भ्रमिष्ठ होने चाहिए,सोचनेकेलिए दिमाग ही बंद होना चाहिएएैसा ही कानुन बना सकते हैजनता जाए भाडमे ऐसी ही सोच है मोदीजी कीबस बाकी कुछ नही",1
18,जुबान दी थी तो जुबान की कीमत निभाई सर मुंडा के ये तो मेरे लिए गर्व की बात है।,0
19,is gadhe ke gand main itna bambu dalo sala marhi jaye,1
20,karat has apn bhahin la experience hai. bikul sahi send kar de hafiz la.,1
21,ravish jii aap ke kasbe mein sirf congressi rahte hai,0
22,bole tw zeada kon log h india m deobndi or brelvi?,0
23,iskee ma ki choot dalle ki bahan ka loda gandua sala madarchod kutte ka beej,1
24,"to ab kan khol ki sun lo congresiyo ... '' ka sena modi ji to bahut jald hi dekhane wala hai par tum congresiyo antakiyo ki marna par rona, or inko bachane ki liya rat ko supreme court jana, sarjikal staik ka sabut mangna, or antkiyo ki liya khulla supportr ban na or manisankar , degvijay or nirupam jaisa antaki supportro ka gala kab dabne ja raha ho pahala yeh desh ko batao....",1
25,cingress me sab chaplus hai,1
26,yahn pakistan m babri masjid ko shaeed ni kya jata,0
27,ammi jaan ko bhej porki... unko khushi ka hissa bna lenge.,1
28,hahahah.bewkoof india mei ghus k maara aur wo bhi chupke ..haha.aur kashmir p already india ka kabja a..mere stupid bhaia,1
29,jab iska do....... kiअल्लाह ताल्लाह के फजल सेपाकिस्तानी जेल में सज़ा काट रहेआतंकी जकी-उर-रहमान-लखवीकी पत्नी पेट से है 😉अल्लाह बडा हलालु है 😂,1
30,gold mila hota baki indians sab khane ke liye marte...😀,0
31,o cow k peshan piny vali qom aram sy,1
32,aby india walo tum logo ko sharam bhi nahi aati jhot bolte howy bhi,0
33,सोनिया और पप्पू के तलवे चाट चाट कर मानसिक सन्तूलन खो बैठे है यह डुगडुगी मियां । एक पगले के प्रलाप से अधिक कुछ नहीं है इस के बयान ।,1
34,barbad-e-gulistan karne ko ek hi ullu kafi tha ab haal-e-gulistan kya hoga har shaq par ullu baitha jaise logon ki wajh se hi aaj hmari yh halat h,1
35,"karo dua ki phir se na kahi bhi koi kasab paida ho, mao ki kokh se bus bhagat, karkare, salaskar se aftab paida ho...",0
36,chl be fake account jyada na bol himmat hi ni hja na apne page me baar pta ehi hu pakistan k page jani h na to bna letra desh kya ho rha h bhut acche se pta nikl lo and wit and watch india ku t krega zarur fir puchenge,1
37,sir aap ko salute nehi ton apki vi halat kwjribal jeise hote,0
38,bhi k worldpowerful country jesa koi word ni hota tum pakistaniyon ko ek hi phrase aata h bolna our boys played well p iske baad fatt jaati h tum logon ki saale pura india hi aa gya naa je uth k bomb aur missile ki bi jrurat bi ni pdegi thappad maar maar k hi hooron k paas bhej denge tumharko smjha chhake /,1
39,yar tho tum muslim kon sa indea ka sat detha hai tum mullo ko tho bhut khuse hotha hai,0
40,bas time aa gaya hay sir,0
41,es chutiye ke liye bhi shabd kah do..... bhala hoga tumhara,1
42,राष्ट्रीय पार्टी का सिमटता क्षेत्र,0
43,hahahahahhaha hundustaniyo ye tum lugo k nasil k kuttay nhi hai...ye kashmir ka vedio nhi hai...tum endian apni gand dholo dal nikli hugey tumhari,1
44,pr kbbb tren yatriyo ke liye to ticket ek yuddhya ho gya hai,0
45,सिर्फ वर्ष तक भारत को लगातार सीजफायर का औलंघन करना चाहिये बिना रुके ताबड़तोड गोलिया मौरटार शेल्ल फायर करने चाहिये यही पाक का इलाज है,0
46,ये भी खोज का विषय है ... कि मोदी जी के कौन से ऐसे काम है जिनसे जनता खुश हो कर बम्पर बहुमत दे रही है? क्यों कि... ना मँहगाई घटी ना किसान आत्महत्या रुकी ना भृष्टाचार कम हुआ ना गुंडाराज खत्म हुआ ना नोकरशाही खत्म हुई ना कश्मीर के हालात बदले बल्कि बद से बत्तर हुए ना पाकिस्तान पर शिकंजा मजबूत हुआ ना चीन ने आँख दिखानी बन्द की ना आतंकवाद का खात्मा हुआ ना रोजगार बढ़े ना किसानों को उनका समर्थन मूल्य मिला ना गरीबो के लिए कल्याणकारी योजनाएं बनी ना कालाधन वापस आया ना नोटबंदी से लोगों को फायदा हुआ ना विदेशी दौरों से लाभ मिला ना कांग्रेस के दामाद पर कार्यवाही हुई ना g घोटाले के दोषी जेल गये ना कोयला घोटाला करने वाले जेल गये ना कॉमनवेल्थ गेम के गुनाहगार जेल गये ना गंगा साफ हुई ना रेल दुर्घटनाये रुकी ना कांग्रेस मुक्त भारत हुआ बल्कि कांग्रेस युक्त बीजेपी हो गई ना विजय माल्या को पकड़ा गया ना लोकपाल को पास किया उल्टे rti के अधिकार काम किये ना शिक्षा के क्षेत्र में कोई सुधार हुआ उल्टे बजट कम किया ना स्वाथ्य के क्षेत्र में कोई सुधार किया ना सरकारी हॉस्पिटल की स्थति सुधरी ना सबका साथ सबका विकास हुआ . . . तो क्या बदला साल में जो जनता इतना खुश है कि हर चुनाव में बीजेपी को बम्पर बहुमत मिल रहा हैं और भारत मे बीजेपी एकछत्र राज की तरफ बढ़ रही है।बीजेपी सिर्फ़ हिन्दू मुस्लिम को लडाने कि राजनीति कर रही है वो भी सिर्फ वोट बैंक के लिए और सत्ता पाने के लिए। क्या कोई है जो इस पहेली को समझ सके आपके जवाब का इंतजार है? इस पोस्ट को देखकर अब बीजेपी के चमचों की फटेगि और ऐ बौखला के अपने मा बेहन और बाप का परिचय देंगे.. ... .. .. .. .. . धन्यवाद... .... जय हिंद।,0
47,hinduo ki soch cow talak namaz burkha me lage hue h inhe khud se jyada musalmano ki chinta ho rhi ye nhi dekhte army kaise gazar muli ki trh mar rhe h bs modi modi kra lo inse,1
48,koi barbartha kaise ho saktha hai.aur indian jawaano ke lash pakistan ke haath akhir laghe kaise ???,1
49,lagi mulle ke pachhwade me mirchi,0
50,...दिल खोलकर..और..बिना डर के..लिखते हैँ फेसबुक पे सच्चाई.अगर..गुमराह करते.तोमोदी जी की जगह होते,0
51,is chutiye ko toap ke aagey baandh ke un ki taraf daago...suar jahan bhi jaata hain sabse pehle nanga kiya jaata hain phir iski talashi iske saare cheiko mein daal ke ki jaati hain..porkistan ki is najayaz aulad ko iski aukat dikhao..ye suar phir kabhi bakwaas nhi karega,1
52, abe suar. abhi centre aur mp dono me bjp hai. agar vo chahte to yeh apne member ko bacha sakte the par inhone esa nahi kiya aur uss isi ke agent ko pakdaya. yehi saabit karta hai ki modiji kitne acche leader hai.,0
53,nhi us ka naam hoga bablu k maa ki suji hui fuddi,1
54,bilkul sahi bole bhai..,1
55,agar is duniya azaan nahe hogi to subha he nii hogi azaan poore duniya mai ek second bhe nii band hoti hai ookkk...,0
56,"kashmir mein bhi pakistanis disguise mein hotae h jo stones fektae h tum log he daangae karwa rae ho udr bhi ki kashmiris ki sympathy jeet logae well humari... population jyada h, defend karte rehagae aur humare kitnae soilders martae h kashmir mein",0
57,केंद्र में सरकार बदलते ही सुरक्षा के सरोकार भी बदल गए। कई पुराने नेताओं से सुरक्षा वापस ली जा रही है। देखें किन नेताओं से वापस ली गई सुरक्षा... ,1
58,news main rhane ka accha mauka hai desh aur army army aur bharat mata,0
59,av unki sarkar h agar isliye bus ninda hi kar sakte h,1
60,"एक आदमी की कार पार्किंग से चोरी हो गयी। दो दिन बाद देखा तो कार वापस उसी जगह पार्किंग में ही खड़ी थी।अंदर एक लिफाफा था उसमे एक माफीनामा था...""माँ की तबियत अचानक बिगड़ जाने से रातों रात बड़े अस्पताल लेकर जाना आवश्यक था।लेकिन इतनी रात में और छुट्टियों के सीजन में गाडी मिली नहीं इसी वजह से आपकी गाड़ी को उपयोग में लेना पड़ा।आपको तकलीफ देने के लिये खेद है....गाडी में जितना पेट्रोल था उतना ही है। उसका लाक भी ठीक करा दिया है आपको गाड़ी की मदद के एवज में कल रात ""बाहुबली "" सिनेमा की टिकेट्स आपके परिवार के लिए कार में रखें हैं।मुझे बड़े दिल के साथ माफ़ करिये ये विनती है आपसे..चिट्ठी में स्टोरी ओरिजिनल लगने से और गाड़ी जैसी की तैसी वापस सही सलामत मिलने से परिवार शांत हो गया और दूसरे दिन ""बाहुबली "" देखने चला गया परिजन और एक मित्र आखिर लाख की गाड़ी वापस जो मिल गयी थी फिल्म देखकर रात को वापस लौटा तो घर का दरवाजा टूटा हुआ था। अंदर जाकर देखा तो सब कीमती सामान गायब था। करीब - लाख की चोरी हो गयी थी बाहर टेबल पर एक लिफाफा था, जिसमे लिखा था,“अब पता चला कि कटप्पा ने बाहुबली को क्यों मारा..??”",0
61,ajam khan ke jaisa ek illiterate indian bhi aisi murkhatapurn baat nahin kar sakata hai.,1
62,hahhaa bhosdi k me lahore me tiranga flag fahra diya tha hmne.. asal uttar yad h 😂 me pakistani soldiers ki gaand mari thi hizda army 😂😂😂😂😂😂😂,1
63,are midiya balo ab tumara sher kya gidad ban gaya chunao ke samy to sher ban jate ho ye bhi dikhao ye bhi modi ji ki hi lahr he hamara desh jabse aajad hua aj tak nhi mare jitne in tin salo me mare gaye,0
64,congress to thik hai lekin vampanthi party me rashtravadi ? asambhav.,0
65,sale ananswami tarkfate or bhi he jo pak anahi nahi chate bhikh msngo,0
66,शामली मोदीजी इंटरनेट में मोदी जी आप यह शिकायत की किस तरह से इलेक्ट्रॉनिक मोबाइल से ट्रांसेक्शन किया जाता है लेसन होना चाहिए,0
67,"kahe re tor bhahin ke akhilesh aur prajapati let rahin ka. apn dekha le tor maa, bhahan kaha kaha marattha hai.",1
68,ye hain achche din,0
69,hahahahaha aap k jawan serf marny k lie hai pak army k hato,1
70,is. kutta. ko. jabar jadti. bandh. ke. sainiko. ke sath. bhejo. seema. pe. sala sarkari. paiso. ko. chori. kiya. nikal ab. jai. hind,1
71,"दुनिया के सबसे मोटे शख्‍स की गैस्ट्रिक सर्जरी की तैयारी पूरी हो चुकी है. मीडिया रिपोर्टों के अनुसार, मैक्सिको के डॉक्‍टरों ने इस सर्जरी के लिए तारीख तय कर दी है. समाचार एजेंसी जिन्‍हुआ…juanpedrofranco",0
72,"उन लोगों को शर्म आनी चाहिए जोअपनी जीत का जश्न मना रहे।उनके दुख देखो जिनके अपने वीर सपूत पुत्र अपनी धरती के लिए शहीद हुए हैं,......jai hind.......",0
73,tm log sirf movies mn dialoge mar skty ho real mn giddar ho .kargil mn mn mn tmari oqat tmn yad dilai bht bolty ho k hm bara mulk hn himmat ha tu border pe aao na khushboo lga kr saly dall khor log ho tm pahly apni army ka khana du aur apny garoon mn washroom bnao phir pakistan se fight krna.,0
74,madi ji jumla bazi ki naotanki band kro desh par dhayan do ..janta aisa talaq de gee ki halala bhi nahi kar sako ge,0
75,"♨♨♨♨♨♨♨♨♨♨अंजना जी और बेटी श्वेता सिंह आपको नहीं लगता कि देश में, पून्य प्रसून वाजपेयी और केजरीवाल की स्थिति एक जैसी हो गई है ♨♨♨♨♨♨♨♨♨♨",0
76,teri sister ko pel kr pakistan mai bhej dunga,1
77,ab ye kaun h,0
78,javaid ahmad khan abhi to bus pellet guns se tumhari fati hai. ak se goli chalne pe pata nahi kya karoge. itni garmi hai to jake pakistan pe bus jao aur wahin pe apni roji roti kamao. india me apni maa chuda raha hai behanchod.,1
79,tab anna desh ka pahla cm hoga jo lete lete kaam karega,0
80,.मोदी जी लाल बत्ती हटने भर से काम नही चलने वाला जब सरकारी कर्मचारियों का पेंशन बंद तो विधायकों और सासदों का भी पेन्शन और अन्य फिजूल खरचे बंद होना चाहिए ।,0
81,"koi bada businessman government ka supporter hoga, woh uska shoe brand ka business chalaigi, very simple.",0
82,us waqt tum kya soye huye the jab malda me muslim logo ne hindu k gharo ko funk diye tha,1
83,anirban kundu durr ho bokchod,1
84,ab hume yeah samajh nahi araha ke amit sha bade mujrim hai ya lalu parsad yadav amit ke upar qatl ka arop hai aur lalu ke upar cruption ka koi tu batao in dono me bada apradhi kaun hai,1
85,aaj mujhe modi aur raaj naath pe bahut gussa aa raha hai ..hamare senana ka sar kaat kar le gaye..dogle pakistani..aur hamare desh ke neta ..sirf subah shaam ninda kar rahe.asp neta log sae kuchh nahi hota hai to ..hum sare hindustaniyo ko hi chhoot dede raajnaath ji.. saale pakistaniyon ke ghuske maarenge..saale pakistaniyon..ko bradaast ki had hoti hai modi ji. incha ka seena sirf hum hindustaniyo ko bewakuf bnane ke liye hi dikhaya hai modi..jay hin jay bharat,1
86,jab jahaj samundar mein thoda dagmagataa hai to sabse pahle usme se choohe nikal kar baagte hai. biswaas jee ye party ko mazboot karne ka time hai uskee jadhe katne ka ,0
87,जिस के सर की कीमत दस पैसे भी नहीं उस पर दस लाख लगा दिए? tarek fatah k naamlovejihadindiaजब पाकिस्तानी कुत्ते की मौत आती है तो हिंदुस्तान की तरफ भागता है सर्जिकल स्ट्राइक में ये कुत्ता कैसे बच निकला यारो,0
88,yogi to puja chod cm bn gya ab aap bi politicians ki languages bol rhe ho....,0
89,हमारे गृह मंत्रालय की तरफ से इसकी कड़ी निंदा की जायेगी,0
90,apni siyasat chamkany k lie apni borhi maa ko takleef de rahah h .. jahil mudi,0
91,kya milta in desh bhakton ko ???ek phulon ki haar woh bhi kisi sherni maa se nehin...ek lootere criminal mantri se..kitne subhash aur kitne bhagat sing ta abhi bhi galiwon mein kuda dan ke sath apne feeling share karte jeise so called civilised..ek haar ki alaba aur kuchh bhi nehin desakte hein...,0
92,ab teen din jo bacha hai sansad ka bjp wale khud hangama karke sansad chalne nhi denge aur pm ko bolne se bachaya ja sakta hai qki bjp ko mudda mil gaya hai aaj tak ke sting ka pr qya bjp aur cong k netaon ka b sting kiya gaya hai kale dhan ko badalwane ka,1
93,जो काम आपने साल में नही किया ओकाम इंच सिने ने साल में कर दिखाया,0
94, bas sattar sal sattar sal ka nara lagao aur khud ko aur desh ko chutia banao abe zara bhi sharam hai to dub mar,1
95,jayanti chander miti shrivastava ye to kar hi sakte hain p,0
96,ilaz ????? kiska ...... ?,0
97,modi ji ko chahiye ki pakistan ke upr anubomb dal de taki ye roz roz ki khitpit dur ho jaye,0
98,hatyare sja mile chahe wo koi v lekin aisa nahi hoga kyoki wo to bjp ka mla h uske liye sb maf h,0
99,"oo la la la le lo, oo la la la la mooh mein lo.",1
100,"⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽जनाब श्री अरुण पूरी साहब पून्य प्रसून वाजपेयी नाम का, एकमात्र जहरीला मगरमच्छ आपके ""आजतक"" के पूरे परिवाररुपी तालाब को गंदा कर रहा है निकाल बाहर करो इस मनहूस को अरुण जी, वरना ये पूरे तालाब को गंदा कर देगा ⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽",1
101,media mai koi hindu ki oulad nahi hai kya jo tum log hinduo ki burai karte. rahte ho. tum log itne kamjo ho. gaye. jitna ki koi bhikhari bhi kamjor nahi hota agar tum jab hinduo par pakistan mai ho rahe atyachar ko kyo nahi batate mulle media wale,1
102,me inhi achche dino k liye saalo se marr raha tha,1
103,aapko to satta ka durupyog kya hota hai malum hi nahi,1
104,desh k tukadey kar k raj karna chatey hai to kya hoga ..vidarbha bhi alag chatey hai leadero ko sharam ani chaiya,0
105,"साउथ सिटी गुड़गांव का आर्केडिया कॉम्प्लेक्स बम की सूचना के बाद खाली कराया गया, जांच के बाद बम की सूचना गलत निकली",0
106,hmare sainik mrr rhe h or hm sirf post tbah kr rhe h....,0
107,गैमलिन नियुक्ति मामले में केजरीवाल को मिला कांग्रेस और सीपीएम का साथ। पढ़ें खबर... ,0
108,india ne bar surgical strike kiya pakistan to hamesa karta hai aakhir kya ho gaya hai hamare desh ke sena ko isse aachha hai sare sena apne apne ghar chale jaye kam se kam apke ghar ke log khus rahege kyoki aapke marne ke bad koi aapka kami pura nahi karega is desh ke sare ke sare neta gaddar hai kuchh nahi hoga is desh ka,0
109,अब मोदी और राजनाथ को भोकना बंद कर नीद से जागना ही होगा ्नही तो देश कभी माफ नही करेगा।,1
110,sare jahan se acha hindusta hamara,0
111,"chutya nndn,bo hindu h ,apne acc kaam krega",1
112,pappu gandhi,0
113,"+- प्रेम-विवाह }}{{ मनचाहा प्यार }}{{ काम-कारोबार }}{{ पति - पत्नी में अनबन }} +- लव मैरिज ,वशीकरण, सौतन दुश्मन छुटकारा ,पति पत्नी अनबन गृहक्लेश ,कर्जा मुक्ति , ,निःसंतान, एक बार फ़ोन जरूर कर call now +-",0
114,mar jao salo bike lunch k naam pe ghor attaychar chalu hai yaha pe,1
115,उन हरामखोर नेता को पहले मारो जो पेलेटगन का विरोध करता है,0
116,बेशर्मों वो विडियो सबके बारे में हैं।,1
117,"मोदी जी जब गुजरात के मंत्री थे तब जवानो के सिर काटे गये थे उस समय pm जी ने बोला था की एक सिर के बदले दो सिर लायेगे ,ईट का जवाब पत्थर से देंगे वो सब कहा है कब तक चुप रहेगे /",0
118,vikas ke nam pe kisano ka karj maf karne ka wada ab yad nhi aa rha to media ko lekar romio ko pakad rhe hai ar muslmano ki roji roti pe lat mar rhe hai band karna hai to pura up me mans band kr do ye kya chutiyapa hai...,1
119,sahi kaha hai kutte ko ghee hajam nahi hota bjp ki halat yahi ho rahi hai,1
120,"अच्छी खबर है । लेकिन बदला तो बराबरी से लिया जाता है, भारत के सामने पाक का ऐसा औकात नही है फिर भी हमारी सेना को मार रहा है। अब ऐसे मे पाक का नक्शा मिटाना ही उसका सही इलाज लगता है ।",0
121,bjp ka chmha,1
122,sabhi ko mil jul kar chalna padega अब गुंडाराज समाप्त होगा,0
123,jiska sirf naam lene per gaddar kaha jaata ho uske pita ke saath khare in mahashay ko kya kaha jay?,0
124,tbi kh rha hu apni okat m rhe pakistan ...... nii to hme aati h tume tumhari okat dikhani,0
125, bhai..kya kare.. jiski fati padi h..unki dimag kam nhi kar raha h..,0
126,vedo k anusar hindu cow maans kha sakte hain..rss janta ko fool bana raha hai.,1
127,दंगाई के कुर्सी में बैठ जाने से चरित्र नही सुधरता।,0
128,बाबा के श्राप देने से ही पाकिस्तानी मर जायेंगे ।,0
129,कब और कितने सर काटने के बाद कहां है वो एक के बदले दस सिर क्या वो सिर्फ चुनावी भाषण ही था,0
130,kapil ek bakwas comedian h..,1
131,सोनु निगम को पुलिस थाने मे कल हाजीर होना है कल,0
132,पाकिस्तान कॊ सबक सिखाना ही पड़ेगा... मोदीजी देश की जनता आपके साथ हॆ धो डालो सालों कॊ विश्वास करो हिंदू क्या मुस्लिम क्या सिख क्या सब आपके साथ हॆ...बहुत हो गया अब देखा नही जाता..???,0
133,"aur lo modi sarkar,ab ro lo poori umar.",1
134, lakh freedom fighter ko day do,0
135,phle apne ko kamiyb banao... bhai fir islam duniya bad main soshna.,0
136,pm ko chunavi rally s fursat mile to army n desh ka bare m kuch kare.....prachar vahan ban gaye hein modi,0
137,a aamaadmi parti sablogose phon karke abhise donesan magana surukardiya he to age abhito rasta bahutlamba hey,0
138,"chief cook - rajdeep your history channel, t.v telegu is not good get me some thing good .......fed up watching the repeat telecast",1
139,sala rajniti karta hai pure muslim bhi nahi hai yai,1
140,bjp ne tou cong ke neta apni party mai ley kar record bana diya hai neta ji ko ye pata nahi shayad ki apki party unko foolo ka haar pahnakar apna banati hai,0
141,agar inke bas ki nahi hai toh hume bhej do border,1
142,vidya mustache is like two antennas now bzz bzz,0
143,साबित हो गया कि फ़िल्म के सफल होने के लिये अश्लीलता और बड़े नाम वाले हीरो की आवश्यकता नही है।,0
144,"यह राजनेताओं की चाल है, जब फंसते हैं तो कमीने कहेंगे हनीट्रैप कुछ खिला दिया, मुझको नंगा कर दिया, मेरी ईज्जत लूंट ली गन्दी गन्दी हरकते की उसे पता कैसे चला कि क्या हरकतें की? झूठे साल्ले पाप करके ऐडवान्स बचाव कार्य कर लेते हैं",1
145,"जब जुल्म की बड़ जाती है हदे,टूट जाती है तब सब्र की सरहदें llइन्न हुकुमतो का मर चुका है ज़मीर .तभी तो जल रहा है स्वर्ग जैसा काशमीर ll",0
146,"isi me to tum khush ho hi, lakin aisa nhi chalta rhega",0
147,to galati he is me rahul j.n.u me jaa ke drasdrohe yo ke saath date he sir f saata ke liye ye saata ke liye das ko bach dage,0
148,मोदी जी कुछ करो आ आहे दिन आतकवादी हमले हो रहै।,1
149,n bne vhi thek hai ek kejri se desh presan hai,0
150,लेकिन isis और आतंकवादी संगठन से तो जरूर मेल खता है ये एक कड़वा सच है,1
151,chor yaar baar vejne k baad v nahi dikha to rehne de ...ankho wale andhe ..bhai tu dkha v hoga to bolega thore,1
152,sahido k ghar walo ko santi nahi milegi jab tak ham log inlogo ke ghar me ghus kar inko marege nahi tak tak inki antama ko santi nahin milegi ..........maro salo ko......,1
153,bhakt nhi dikh rahe hai,0
154,toh aapne un gareeb logon ki maut ke upper majaak udaa rahe ho haans ke...jo nasht hue woh gareeb log the...ameer log ko kuch nahi hua,0
155,आज रात बजे के साथ देखिये international agenda ख़तरे में हैं इराक़ और चीन के अल्पसंख्यक,0
156,kohi wife apne admi ko army nahi vegegi. daily ka natak sahid sahid,0
157,post tabah krne se kuch nhi hoga k badale ko maro,1
158,"नोटबंदी से आतंकवाद, ड्रग तस्करी, माफियागिरी उसी तरह बंद हो गए हैं जैसे मोदीजी के आने के बाद लोगों के खाते में लाख आ गए हैं।",0
159,bhai bahre hote to azaan kaise sunte. azaan ki awaaz isiliye sunayee padti kiyounki azaan k awaaz se nind kharab hoti hai aur sena k merne ki awaaz usk family k aansoo inlogon ko sakoon deta hai tabhi sakoon se soye rahte hain inki nind nahi tutti inn awaazon se tabhi to ye log desh bhakt hain.,0
160,sonu tu to chutiya nikla aaj se tere gaane sunna band😠😬,1
161,in saale netaoo ko apne apne chair ki fikr hai.. saalo... dubb maro tum log...,1
162,तू भौंको तो देशभक्ती हम बोले तो देशद्रोही।,1
163,mulla hona aasan nhi hai galib ye to risto ka mara hai... bahan bhai k sath..... bhai ammee k sath abbu beti aur bahan chudai ka mara had...,1
164,लालू चारा खाया न इस लिये बुधी सटीया,1
165,aur jagannath mishra ke bare me keya khayal hai,0
166,"surgical strike ka traylar tha pictur to abhi baqi h , bewakofo randin agr ye do mare unkay sath , aur thy woh kahan ma chudane gay buzdil bhag gay kia socho randin",1
167,jo mera hae mera to wo bhi nahin hae to mujhay tumharay mahloon se kia.,0
168,chaliye baki ko noukri milegi 👍,0
169,byan to tera bhi nahi aaya tha sukma praaj kyu bhok raha hi,0
170,jo taali bajaa rahe hai usko acha samajh mein aaya somg,0
171,bhai tune aadhi baate galat likhi ha😂😂,0
