,text,label
2044, the height of ridiculous kejriwal has done a complete degree i’m proud of myself that i never liked him and yes our pm modi is coming back,1
2045,honoured to address the joint meeting of congress to thank the us for its enduring support since nato was founded years ago. through nato the us has more friends allies than any other power. together we are stronger safer ,1
2046,modi destroyed indian economy and lives of middle class farmers poor with demonetisation and flawed gst.sri rahul gandhi to rebuild indian economy with nyayforindiathis is real masterstroke in true sense,1
2047,bjp sponsored trend congresscollapse is nothing short of a hilarious joke after their massive losses in rajasthan madhya pradesh chhattisgarh. ,1
2048,rahul dreams of anil ambani 😳tom if he gets conspitation will he blame pm modi anil ambani for it 🤪. since independence of 🇮🇳 after that murderous partition congress were ruling 🇮🇳 then how come we have so much illiteracy poverty. 😡 chor nayiumeednayadesh is jumla 🙏 ,1
2049, indira gandhi fought for bangladesh in she is durga. rajiv gandhi sent our forces to unknown territory in srilanka against ltte for what? these incidents where was the word peace? war was fought for want to talk peace when forces attacked ,1
2050, modi hes party busy using army for election benefits they are least bothered about anything else. when country were praying for abhinandan modi was busy in meraboothsabsemazboot ,1
2051, someone told pak pilots punjab is manned by capt. amrinder singh ran away😁they might come back via kashmir border governed by fattu modi who is a hollow trumpet😈,1
2052,did bjp announce gurdaspur candidate?,1
2053,and now another member of congress is stoking the outrage of the unc gaze event in effect demanding the dept of education impose a proisrael litmus test on campus free speech ,1
2054,✍️pm modi laid the foundation stone of the sela tunnel project in which state? arunachalpradesh ✍️what was india’s rank in the icc one day int. ranking? nd✍️what was india’s rank according to latest fifa rankings? ✍️ krishi kumbh began in which state?bihar,1
2055,fcuk you modi haters.even after bringing all the black money from swiss bank within dayshes not asking for votes on behalf of such titanic victory over corruption.what a legend.,1
2056,pmo removed the anti corruption clause in the rafale deal why?bcuz tomorrow even if he is caught for taking bribesthe deal cannot be canceledhe won’t have to refund the bribesanil ambani’s deal remains safe saaf niyat bjp ka vikas firagainstcorruptmodi rafaelscam,1
2057,to keep hope high of supporters should head of bjp amit shah give such tall claims of + seats in up shah liar. anger of masses dalit minority n other communities is handshake in drawing room🤔 n moditohgaya better politics now ,1
2058, uk invented the backstop it is the uks problem and usa want the backstop and the ways and means committee in congress is stuffed with irish americans best run along and play,1
2059, good then we will all vote for bjp n modi modi modi modi 🙌,1
2060,modi might want to celebrate diwali but he needs to read it before thinking about it ,1
2061, anyone with no love for sanctity of life is fit to serve in congress or senate nor mankind if one loves mammon or corrupt political agendas more than his brother mankind he is not worthy in the kingdom of god or as a representative of the peoples interest and concerns.,1
2062,on our way to congress in harrogate this is how i do conferences now gone are the days of just a laptop bag and a train ticket transplant surgery training skodaoctavia litres thank our lucky stars ,1
2063,can you imagine..hiring someone to do a job but once they have the job they tell you “meh. i’m not gonna do that. i’m gonna do this instead”so you try to fire them but find out you cant for the next or yearsyupthat is how congress works,1
2064, narendra modi is listed as the prime minister of india. he is missing from the pmo.,1
2065,. lets stop pretending......if you are supporting you are doing so because you have an inherent hate against the minorities especially the muslims.your lofty views about how hitler is developing india are all a farce.,1
2066,sreesanth refutes rumours of joining the congress party says i am a bjp karyakartha sreesanth congressparty,1
2067, smriti parsi rahul gandhi is the next pm. so chill and have fun 🤓 ,1
2068,chief justice refuses to give nadler other members of congress sameday audio in census citizenship case ,1
2069,thanks mr. swamy you are at least saying the truth.. it is not bjp for hindus.. its bjp for brahmins.. people look around you the... ,1
2070,addressed bjp shakti kendra pramukh meeting with cm ji our senior party colleagues at shanmukhanand hall the josh of our karyakartas is high sir ,1
2071,pm will be speaking at letsconclave at pm this evening. you can join in the conversation using modiatconclave. will be speaking about my india story what leading a great country taught me.,1
2072,cabinet moves to give quota benefits to economically weaker in jvia namo app ,1
2073,how long till the first copycat happens? there’s been a lot of signalling the modi silence tarrant’s inverted 👌🏽... ,1
2074,not with on this. there was a deliberate attempt to create a false narrative of hindu terror by the congress regime. vote banks were considered more important than national security interests. pragya thakur was thus victimised as was col purohit. ,1
2075,the situation mayawati finds herself in today is of her own making. she was like modi then. use and throw. you cant make long term social alliances like that. mulayam and lalu understood that.,1
2076,rt narendramodi speed breaking tactics of didi and bullying of tmc was not enough to prevent a huge turnout at the cooch behar rally. tmc behaviour was so juvenile that they even put parallel structures at the venue. sadly for them people still came a ,1
2077,pnb was a victim of the alleged fraud committed by fugitive jewellers nirav modi and mehul choksi and not a beneficiary the cbi told a court in mumbai.,1
2078,rt if you are a south indian and are voting for bjp and as pm again.,1
2079,dear indians. bjp alone should get + seats. rush to booths in large number and vote for lotus. let us show the anti nationals what is hindu surge really means. ,1
2080,something to cherish post the dismantling of the class bias by the pm himself. the key problem with cong ecosystem has been class bias. contrast the coverage rahul g/sonia get vs self made leader mayawati . fanfare around priyanka has a lot to do with skin color. ,1
2081, this pappu is doing what money shukar did earlier to dig the grave of congr by using filthy tongue against modi. the die is cast for next election. this pappu and congress is doomed.,1
2082, sirp.m.this is our digital india... ,1
2083, let people of westbengal enjoy deshkamahatyohar by voting freely fairly and safely and savedemocracy . phase coming up hope we dont see violence and intimidation from tmc. ,1
2084,congress is currently on a week easter recess. are not due back until april . ,1
2085, theres little modi can do or say to cover up for years of his failure. hes panicking now and so he should be ragakamausamawesome,1
2086,column a modi versus gadkari battle is a fantasy writes ,1
2087,in telangana bjp should indict vivek.v is a proper propaganda machine cc ,1
2088, now do a story about how congress has a slush fund to pay off sexualharassment crimes and abuse using tax payer money in excess of $ million dollars.,1
2089, thank you very much,1
2090,a few weeks ago asked what we like ... patriots love babies born alive want congress to stop infanticide tinylivesmatter stopinfanticide defundplannedparenthood ,1
2091,why isnt hate listed on the bjp’s manifesto? it seems to be the only thing its politicians have to offerthe bjp has created an entire vocabulary—antinational tukde tukde gang infiltrator—to nurture this narrative writes read ,1
2092,mamta didi has class of her doesnt want modis funds to help the poor affected by fani cyclone.she should now hold th th phase elections by tomorrow hand over results to ec. she should not allow central forces of modi to interfere in elections. more power to didi,1
2093,congresswoman omar is right demands that members of congress sign pledges by group like aipac duel citizenship is serious problem. concern about the current leadership of israeli is serious sanity. thank you congresswoman omar ,1
2094,what about a year forensic audit? how did acquire so much wealth on a congress member’s pay? ,1
2095, + terrorists killed on pak soil and pak defense spokeperson said it was dark 😂all attack attempts on india foiledfacing fuel crisis for fighter jetsfood prices hikedwater supply chokedstock exchange crashing worse than f..🤣🤣🤣,1
2096,russia recently awarded pm the order of st. andrew the apostle for boosting relations between india . modi is now the recipient of several top honours from multiple countries. nijs tells us what the pm has been awarded why. ,1
2097,tmc goons attack bjp workers in cooch behar critically injure three also device ways to identify bjp voters,1
2098,cohen telling congress they’re acting silly is giving me life. he ain’t wrong. he created them. he’s done. they’re still doing it. he’s like “i invented this game you assholes. it’s over.”,1
2099, whitakerhearing whitaker shows a smirking disregard for the authority and oversight of congress. something he probably learned from his benefactor and protector ..factsmatter alternativefacts lets hope that muellerknowseverything,1
2100,these bjp politicians were actually fooling people for votes when our jawans were martyred shame on you . ripbravesoldiers ,1
2101,call your members of congress.main switchboard .let them know repub. or dem. what you think of the trmp proposed budget.use to easily contact your mocs. resist ,1
2102,captain saheb probably the first cm of congress party to do this ? respect jialso for not being the door mat at jp dont wait for high command to tell him what to do in situations like this.he is the right man in wrong party he should have been in bjp. ,1
2103, years after indira gandhi ji first gave the garibi hatao slogan after years of congress rule pappu still needs to promise rs as doles for the poor to win elections. doesnt it speak about their intentions and efficiency? deshkeliyemodi,1
2104,held a massive road show in support of jajpur mp candidate sh amiya mallick mla candidate sh gautam raypalpable modi wave across the length breadth of odisha ,1
2105,maywitharnab watch pm modi goes allout against sharad pawar mocks him for backing out of lok sabha polls even after announcing himself as pm candidate.,1
2106, bjps manifesto is so fresh .. can be relaunched in 🤣,1
2107,shame on you. bs yeddyurappa said the air strike has enthused youths which will help bjp in winning more than lok sabha seats in karnataka. this is a insult of indianairforce ,1
2108,aurangzebafter converting original vishwanath temple into the gyanvapi mosque had settled his soldiers around the mosque by occupying these smaller temples around built their houses on top of themat last modi removed these illegal muslim encroaches. ,1
2109, is this not intolerance by congress government,1
2110, resume restartgoamining save goa save country mining is must ....to compete with world. india should shine.. in all field our pm can do all possible.,1
2111,like most of the aap vol i too share this strong sentiment that except congress i do not mind ak trying to get the regional leaders on a single platform. bjp and congress are the biggest sharks of indian politics who will always try to finish off others.,1
2112, new attorney general said president has the authority. congress doesnt like the law they should have never gave it to previous presidents. enough said.,1
2113,violence against women have increased fold in the last couple of years. congress party promises to create a better environment for women and make better laws to protect them. myvoteforcongress ,1
2114,sagarika rajdeep barkha et al must’ve been froathing their mouths to glory reading this tweet. for them modi losing next election is more important than india winning the war on terror ,1
2115,exact words when sonia gandhi made manmohan singh the prime minister of india.. 😉 ,1
2116,نواززرداریکاکڑااحتسابimran khan said “for the progress and betterment of pakistan i’m ready to hold talks with indian prime minister narendra modi.”,1
2117,bjp stands and committed to strengthening the middle class of indiamaking lakh taxable income tax freeincreasing benefits under cc and other schemestotal k savings annually as compared to bjpmanifesto congressmuktbharat ,1
2118,facebook has removed multiple pages exhibiting inauthentic behavior. inc it cell silver touch an it firm associated with bjp have been named directly.its strange that facebook chose to name inc but did not mention bjp at all. ,1
2119,koppal has turned into lingayatbjp vs kurubacong contestwhile kurubas+muslims form nearly .l voters lingayats alone account for nearly l voters in koppal big chunk of sts.l have consolidated behind bjpoverall this seat is slightly vulnerablestill lean bjp,1
2120, former bjp leader yashwant sinha has claimed then prime minister atal bihari vajpayee was set to dismiss prime minister narendra modi gujarat chief minister at the time after the post godhra riots. dividerinchief ,1
2121,namardinsult these are worthless leaders of worthless party called which is an oldest party of india but has lost its roots sanity.,1
2122, its a simple fix congress gave you the authority to release hb visas. please do it today why wait?? the public and small business owners all over the us deserve to hear from you with your plans. savehb releaseallthevisas,1
2123, please dont fall for liberals and journos who are trying to hold modi guilty divide the country please watch this video share rt,1
2124,.⁦⁩ india’s creaky corporate governance will only improve when business families stop playing a shadowy role in campaign finance. but thanks to modi’s introduction of anonymous electoral bonds the opposite is happening. ,1
2125,/pakistan army chief bajwa afraid of indias potentially harsh action spoke to the uae and the us talked to saudi arabia russia. saudi advised india to hold on for one night. saudis approached the pmo new delhi in the afternoon reprimanded pakistan,1
2126,the technology bezos dilemma could spark congress to act on graphic photos ,1
2127,please answer to the following questions.. does modi ji want sagarikas apologies and respect?. is modiji competing with imran khan in diplomacy war strategy and public outreach?. is modiji playing a cricket match?. does she have a brain?pakpremipatrakaar ,1
2128, dear namo we are gratefully witnessing a sea change in india under your ableleadership. i will continue to humbly contribute in my areas of work in your next term as well. we will take india from selfdenial to selfesteem i wish you all successjai hind ,1
2129,would anybody ask any questions to congress ?..,1
2130,i’m not a congress supporter ... but that little act was all class .... and maturity that our democracy so sorry needs .... not the abuse and eye scratching that passes for “deshbhakti” these days ,1
2131,namaste indias dr deepak mittal js mea snubs pakistans ag anwar mansoor khan before presenting oral arguments at the icj in the hague for kulbhushanjadhav hearing. letstalkkulbhushan pulwamaencounter ,1
2132,as proud indian citizens we all must leave no stone unturned to fight any evil in our country. lets all pledge to unite towards a stronger and progressive india. we are all with you ji. jai hind 🇮🇳 mainbhichowkidar,1
2133,the difference between imran khan and modi is one has won the cups and the other has washed the cups. paf iaf abhinandan,1
2134,watch snl’s hilarious ‘women of congress’ action show parody,1
2135,on other hand congress has promised the nyay scheme which has been criticized by eminent economists.,1
2136, a politician? known for his cd in a court chamber congress promotes mavalis like chandrasekhar jignesh hardik list of corrupt endless including out on bail sonia rahul n vadra,1
2137,the likes of netanyahu and modi don’t even need to dogwhistle their calls for ethnic cleansing these days ,1
2138,two youthcongress workers killed in kasargode kerala. congress alleges the role of cpim. ,1
2139,upa to sweep goa in upcoming loksabhaelections .upa + ncp seats .%nda + mgp seats .%others seats .%fon foga spickmedia ,1
2140,ice put a tracking ankle bracelet on maria that hurt her due to her rheumatoid arthritis. congress must override the faketrumpemergency and cut funding from the deportation force defundhate ☎️ call congress now ,1
2141, nsel was incubated conceived concocted by this group of geriatric thugs. one w/ d distorted f...other with a distorted mind n d grp leader jignesh w/ an evil eye on invstrs money,1
2142,aap senior leader and delhi dy cm canvassing in a roadshow in punjabs anandpur sahib lok sabha constituency...aapwaveinpunjab ,1
2143,will congress listen to her voice and protect women by not passing the toxic hr equality act?the media has been even worse attacking us and portraying girls as sore losers. and that we should try harder.,1
2144,there are many people here who call themselves neutral but only abuse pm modi.they never utter a word against rahul mamata or kejriwal.ye kaisa neutral hua bhai 😁,1
2145,rti reply from defence ministry reveals that there was no surgical strike during upa. so why was samosa shukla spreading lies? leaders do not even have a fixed number. raga says shukla says strikes. what a jokemodimeinhaidum ,1
2146,bjp ki ghar wapsi? gobackmodi ? 🤔less than at amit shah rally in agra.. ,1
2147,i agree. today vijaykant too has joined the nda alliance. and he has significant followers. my estimates for tn are aiadmk+bjp dmk ,1
2148, jasih aladha against iran funded by saudi us and logistics by pakistanjaish e muhammed funded by diverting saudi and us money for iran operation by pakistan to direct against india in addition to direct afghan operation to india,1
2149,it’s no longer ldf or udf for kerala. bjp is people’s choice. watch from thiruvananthapuram. ,1
2150, here is barkha dutt tweet. now compare yours to hers. did modi condemn attacks anywhere in pakistan? i support my govt fully as india goes crazy “dividing indians is exactly the aim of the pakistan backed suicide bomber. lets not play into their hands.”,1
2151, how many jawans are killed without war do you have any idea ?,1
2152,rahul gandhi’s nyay scheme is subject to market risks changes with every speech ,1
2153,great... but personally... i consider the following my best posts ever on mediacrooks....crucifying india the most read post.... broken windows miracle at gandhi maidan... ,1
2154, sir are u stopped from taking interviews of big bjp netas? u had no interview at conclave with them and even today it was the same thing.,1
2155,heres what told me today on debate with .he tweeted that he believes in +ive politics politics of development through i would like to ask gg we would also like to debate about east delhis development what development did bjp mp do ,1
2156, say what? somalia you say...? hmmmm. i think i know of a criminal in congress from there. ,1
2157, res sir 🙏🙏 wellcome yogiji to odisha plz have a look on me im a egg seller ailing daugh. kya ap mujhse mil sakte hei i will wait for u. u r the best cm dekhti hun aap india ke ish garib bachi ko kaise help karenge. proud of u god bless u jai hind ,1
2158, and perhaps no coincidence that several muslims were just elected to congress and the press treats it with applause.,1
2159,if anyone wants to know why our government is in shambles just listen to these absolute morons we put into congress.,1
2160,the joint ecnpepa symposium yesterday on ‘digital technology in psychiatry’ at the th epa congress in warsaw was a great success digitalhealth psychiatry epa ecnp ,1
2161, im pretty sure that your on your way out. im still puzzled that you managed to make it into congress. you are a token lack of intelligence proves it,1
2162,bombshell federal agencies use $b in taxpayers money to avoid congress appropriating less funds in the next fiscal year$.m in lobster and $.m just on new iphones ,1
2163,well well finally the lumbering ama has spoken out and they have done well. they need to reach into congress next ,1
2164, ye lo proof how antihinducongress pappu hv been doing surgical strikes against dr. maun mohan singh ji ,1
2165,iit bombay’s management school says their twitter account was compromised antibjp tweet was posted by someone outside the institution,1
2166,thank you news nation for giving us modi unplugged ,1
2167,weird. i bought some yogurt and thought it would last but it was bitter and khatta in under hours. apparently it didnt vote for menaka gandhi.,1
2168,. congress needs to recognize $t in debt $k per person is a national security issue. my colleagues and i promised to cut spending and enact budget reforms but have been unable b/c of the warped process the leg branch operates. ampfw ,1
2169,after russia’s highest state honour to pm modi us lawmakers move bill to make india a nato nation,1
2170,bjp politics trees destroy aareyforest generally care a f about environment . no plan for natural disasters forces in harms way by gross intel failures . destroy economy . take credit for other’s courage. and then win elections? don’t think so timeforchange,1
2171,in you said there is no wave for bjp or modi. in u r saying that unlike there is no wave this time. basically you r confused and your words have no meaning or credibility ,1
2172,shamefulcongress spreading false information about atishi i aap east delhi candidateopposition trying to malign her with such deliberated false claims and rumours,1
2173, you must be clinically insane to vote him as pm. mr. modi and are socially unacceptable things,1
2174,you promised us the moon but ended up giving the mirage of the moon. you can fool some people all the time all people some of the time but not all people all the time ram mohan naidu kinjarapu tdp mp’s open letter to pm modi who is scheduled to visit ap tomorrow ,1
2175,and there it is. i wonder who else fabricated or attempted to extort false endorsements from for the failed oap? did anyone without financial incentive or an nda in place actually support this program? onpoli autismdoesntendatford ,1
2176, rahul gandhi shifting to wayanad is more than just a safety measure.congress is officially investing in a future where hindus become a minority in india.,1
2177,not a single employee of ongc is voting for . modi turned the most cash rich and profitable psu into debt ridden entity to hide own failures in handling gspc and was attempting to sell % of ongc stake to private players attempt thwarted by employees union.,1
2178,all congress mlas in goa to meet governor to stake claim to form government chandrakant kavlekar leader of opposition gangakilaharpriyanka,1
2179,narendra modi also has a huge contribution to the country. he has shown us how not to run the country. rahul gandhi.,1
2180, barakha datta kunda karat incited the people to agitate for the release of captives in hijacked plane and now questioning bjp for the release of azad masur.doble standards of left jihadi brigade ,1
2181,in thisno where bjps name was mentioned but anti modi anti bjp poralis unnecessarily pulling bjps name and abusing but when ramalingam brutally murdered by pfi goons this poralis was sucking someones dk. why are this bad prematurely cumming on everything?😡😡😡 ,1
2182,if the iaf strikes against pakistan were caused because of modi then the crpf jawans who died in pulwama were also because of modi. creditchorpracharak,1
2183, anger is bad for health. take a chill pill. vote for modi. aapko aaraam milega. 😔,1
2184,jo bhi ho congress treats its daamaads pretty well.. ,1
2185, can we have official statement from state government stand on blocking of dwarkaexpressway made with money of honest mango man of india today blocked ,1
2186,however today as a soldier i feel that the government has given us a befitting gift one that every soldier and every indian deserved. after all a country that respects its soldiers will always succeed. thank you pm ji 🙏🏼 n/n,1
2187, nda +sure chowkidar is pure pappu gone tour ,1
2188,modi the job killer.. dont vote for him... 😠😠😡😠 dontvoteformodi trollsangh jaayegatohmodihi modilies modihaitovikashai for ambani ,1
2189,corrupt dynast can engage any number of congress journalists to peddle lies abt nonexistent corruption in rafaledeal he will never succeed.each lie by the crooks against pm will be like a nail waiting to be hit on their coffin.retardrahulgandhi,1
2190, so called politicians of karnataka whore mocking about the bravery act by our iaf . read this statements. if you cant support your own country at least dont make a politics out of it to gain votes. people are watching so they know what to do so stfu. 🙂,1
2191, who is this moron? is the whole tension betn pak and india or pak and bjp? when he talks about pak he refers to it as a nation while referring to india he calls it bjp. this is their level of journalism. idiots know best how to make themselves a laughing stock.,1
2192,minister of state for foreign affairs met with members of the us congress ,1
2193,congress its time. do your job. ,1
2194, what harm will it cause narendramodi if he lies so confidently when % of the media will be saying tussi great ho modi ji after hearing about his entirecloudscience?entirecloudcover votinground phase loksabhaelections,1
2195,after watching bjps manifestomy hopes of winning are totally lost 😞😞😞😞😞😞😞😞,1
2196,modi is insane. he will lead india into war.modi warns pakistan against ‘threats’ india has ‘mother of nuclear bombs’ via ,1
2197,opening ceremony of central election office for north west congress candidate done today at jogeshwari .. actress amishapatel was chief guest. . ,1
2198, shame on . looks like either she or the paper gets its funding from across the border. it toi does not sack her they will prove that they are either being funded by the congress or from across the border. people need to stop reading times of india to pakistan now,1
2199,after insulting nsa chief ajit doval yesterday rahul gandhi respected masood azhar by calling him masood azhar ji,1
2200,tnwelcomesmoditnwelcomesmodi tnwelcomesmodi welcome back thalaiva ,1
2201,gd equivalent of real peopleamnsia martin luther king jr.chriscredible mahatma gandhijuniper rosa parkssea johnny sinsticklegd grigori rasputinrobtop games r. kellyif you dare fucking disagree with these opinions youre probably right,1
2202, aap jao dekho match ,1
2203,show me a single pakistani who supports india. but we have many indians supporting the terrorist nation pakistan. congress is like cancer eating india since independence.. we need to cut this cancer from india. indiafirstmodibest,1
2204,for the first time in indian electoral history an incumbent has managed to convert his reelection campaign into a presidential type election wasn’t a presidential type and bjp is gonna benefit from that,1
2205,face it. modi puts in extra effort in election campaigns because for him remaining in power is a desperate urgency. loss of power means prosecution gujarat riotsforged degree fake encountersdefeating him needs equal desperation,1
2206,this student loan crisis wasn’t an accident. it was engineered by liberals in the white house congress federal bureaucracies and universities. the objective was to enact more socialism and their “free college” battle cry is the proof.,1
2207, true sir nari shakti is the new strength of india but lot of nari are awaiting joining.. imdsajoininginfeb to prove themselves and to show this society what they can achieve.,1
2208, why do people not realize that this matter is subjudiced and they should stay mns political worker is like a vulture feasting on a carcus. ,1
2209, no its wrong.. majority of government officials want modi to come again. only few black ships who are likely to be sent behind bars are against him,1
2210,attended the public rally of ji with south delhi bjp candidate and election incharge in vasant kunj. the massive turnout in the rally shows bjp shall win all seven seats in delhi in lok sabha polls. aayegatomodihi ,1
2211,bharatbolemodifirsemadhya pradesh experiences power cuts after yrsunscheduled power cuts in districts from hours in summers.thankyou congress for reminding mp of darkness. mainbhichowkidar rwa⚔ ,1
2212,if tukaram omble hadn’t caught kasab alive ..today the same set of rascals who are calling sadhvi pragya a terrorist wd hv been blaming hindus rss for / attacksonia co had made all the preparations to do so hemanthkarkare ,1
2213,pm shri narendra modis interview to zee news. apnamodiaayega ,1
2214,pm modi sent a letter to nz pm and letter was already published by mea. open your eyes and try reading content beyond your religion. dont try to use this dastardly attack in foreign land to solicit votes in india. ,1
2215,antisemitism has no place in congress vp mike pence calls for ilhan omars removal from the foreign affairs committee at aipac video ,1
2216, chowkidarokascam bjp is not trustable because senior leaders of this party are very very corrupt 👉 what is in media now a days ? ,1
2217,right now the entire nation is talking about tughlak road election scam.in madhya pradesh crores of rupees bags of cash have been found. detailed probes revealed that the money trail reaches the house of a top congress leader in delhi’s tughlak road pm modihiaayega,1
2218,welcome to serbian society of emergency physicians the th international congress ssep ,1
2219, july pm modi with israeli pm netanyahu ,1
2220,th th century might have been with uk and usa but the st century belongs to us. swami vivekanandindia under namo is leaping towards becoming the bharat that we used to call as ‘vishwa guru’.now whole world listens to this new india.thats why indiasaysnamoagain,1
2221,caputo has already grifted around $ to pay for lawyers because he lied to congress about his contact with russians during the campaign. ,1
2222,honourable pm shri narendrabhai modi has taken revolutionary step for the health of poor and middle class citizens by the implementation of “ ayushman bharat pradhan mantri jan arogya yojana ” which is the largest health insurance scheme in the world.budgetfornewgujarat,1
2223, sometimes it feels like before every speech or remark congress opens excel and types =rand. thats how they estimated amount . lakh crore to . lakh crore tht modiji gave to rich industrialists. rafale scams value k crore k crore. and now attacks.,1
2224,this is good copbad cop. keeps quiet but lets his minions continue the vilifying. ,1
2225,here’s how many seats congress can win in lok sabha elections — via thanks ,1
2226,yesterday for the first time i have watched s video on youtube. he has become more dangerous now.is he trying to convince people that pulwamaattack was pre planned by bjp or rss ? ,1
2227,modi is destroying the cbi m. nageshwar rao whom modi has brought in to head cbi now is also a scam accused he is even accused of making money out of buying uniforms of the firemen in odisha. savenation savedemocracy ,1
2228,😁😁😁 sir you rock✌,1
2229,speechless sir completely agree with your thoughts . proud to be part of this saffron family . meraparivarbhajapaparivar ,1
2230,congress mla ashu who is a cabinet minister is openly threatening dsp of his constituency who is trying to fulfill his duty by upholding high court decision. should set an example by acting on rogue elements in his cabinet. punjab doesnt need another akali dal. ,1
